name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
uppsala,2020-01-01,5.2,1.9,3.3,1.2,-3,-0.6,-1.6,70.6,0,0,0,,0,0,42.7,27.9,247.3,1012.7,31.5,44.7,7.1,0.6,0,,2020-01-01T08:50:41,2020-01-01T14:55:01,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-02,6.8,4.7,6,2.9,1.2,1.9,2.8,79.9,0,0,0,,0,0,60.4,41.8,245.3,1006.2,71.6,29.4,12.8,1,1,,2020-01-02T08:50:13,2020-01-02T14:56:27,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-03,7.6,2.6,5.7,3.1,-2.5,0.9,0.2,69.3,0.382,100,8.33,rain,0,0,67.1,38.7,236.9,994.8,71,47.6,6.1,0.6,0,,2020-01-03T08:49:40,2020-01-03T14:57:57,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-04,3.5,0.1,1.8,-1.9,-6,-3.9,-6,56.5,0,0,0,,0,0,53.5,35,288.7,997.8,17.8,48.8,12.9,1,1,,2020-01-04T08:49:02,2020-01-04T14:59:31,0.31,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,C8398,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-05,2.6,-2.9,-0.8,-0.3,-7.2,-5.5,-4,79.4,1.713,100,29.17,"rain,snow",0,0,39.1,31.4,243.6,1018.2,46.1,38,15.2,1.4,1,,2020-01-05T08:48:18,2020-01-05T15:01:10,0.36,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-06,6.1,1.2,3.8,2.8,-1.7,1.2,3.6,98.6,0.002,100,4.17,rain,0,0,31.8,17.6,233.6,1013.2,93.2,24.6,4.4,0.4,0,,2020-01-06T08:47:30,2020-01-06T15:02:53,0.4,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-07,6.1,5.1,5.4,3.3,0.8,1.6,4.1,91.3,0.01,100,16.67,rain,0,0,39.6,28.1,215.2,1010.4,96.8,33.8,5.1,0.4,0,,2020-01-07T08:46:37,2020-01-07T15:04:40,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-08,10.1,3.7,6.8,10.1,-1.2,2.9,2.8,75.9,0,0,0,,0,0,53.5,35.1,230.5,999.1,56.2,40.5,6.3,0.6,0,,2020-01-08T08:45:40,2020-01-08T15:06:30,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,C8398,02456099999,02443099999,02458099999,02481099999"
uppsala,2020-01-09,3.4,-1.9,1.4,1.3,-2.7,-1.1,-0.7,86.2,0,0,0,,0,0,39.3,24.6,241,1008.4,21.1,27.8,9,0.8,1,,2020-01-09T08:44:38,2020-01-09T15:08:24,0.49,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"02486099999,02490099999,C8398,ESCM,02456099999,02443099999,02458099999,02481099999"
uppsala,2020-01-10,-1.1,-7.3,-3.3,-1.1,-7.5,-4.5,-3.9,96,0.001,100,4.17,"rain,snow",0,0,10.7,7.2,332,1013.5,40,27,7.9,0.7,1,,2020-01-10T08:43:31,2020-01-10T15:10:21,0.5,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,snow,"02486099999,02490099999,C8398,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-11,6,-6.2,-0.6,1.3,-9.8,-5,-2.5,86.8,0.104,100,16.67,rain,0,0,64.8,35.4,211.6,1012.4,56,27.4,6.7,0.6,0,,2020-01-11T08:42:20,2020-01-11T15:12:22,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02460099999,02490099999,02456099999,02446099999,02481099999,F4490,02464099999,ESOW,02469099999,ESCM,02443099999,02484099999,02458099999,ESSA,ESSB"
uppsala,2020-01-12,7.8,-0.3,5.5,4.5,-2.6,1.7,3.2,85.5,0.011,100,16.67,rain,0,0,46.5,31.5,242.6,999.8,51.5,44.4,7.8,0.7,1,,2020-01-12T08:41:04,2020-01-12T15:14:26,0.52,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-13,3,-0.8,1.2,-0.6,-5.1,-2.6,0.2,93,0,0,0,,0,0,32,20.8,229.9,1006.2,43.9,24.3,14.6,1.2,1,,2020-01-13T08:39:45,2020-01-13T15:16:33,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"02486099999,02460099999,02490099999,02456099999,02481099999,F4490,ESOW,02469099999,ESCM,02443099999,02484099999,02458099999,ESSA,ESSB"
uppsala,2020-01-14,4.9,1.1,3.4,1.1,-4,-1.2,2.1,90.9,4.789,100,33.33,rain,0,0,57,38.4,191,1000,81.5,30.1,4.6,0.3,0,,2020-01-14T08:38:21,2020-01-14T15:18:42,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-15,9.8,4.1,6.7,5.8,-0.6,2.8,4,83.5,4.253,100,33.33,rain,0,0,56.8,38.5,219.7,994.3,59.5,33.7,8.1,0.7,0,,2020-01-15T08:36:54,2020-01-15T15:20:54,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-16,8,4.1,6.1,4.3,0.4,2.1,2.8,79.7,0,0,0,,0,0,49.2,32.9,238.2,1008.2,56.6,21.5,13.1,1,1,,2020-01-16T08:35:23,2020-01-16T15:23:09,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02482099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-17,5,2.9,4,2,-0.4,0.7,2.3,88.7,0,0,0,,0,0,32,23.2,194.6,1015.1,47.9,14,13.4,1.1,1,,2020-01-17T08:33:48,2020-01-17T15:25:26,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02482099999,02490099999,C8398,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-18,5.9,2.1,4.2,3,-1,0.7,3.4,94.4,0.006,100,12.5,rain,0,0,31.9,21.9,206.8,1006.2,91.2,12.4,10.3,0.9,1,,2020-01-18T08:32:10,2020-01-18T15:27:45,0.81,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"02460099999,02490099999,C8398,ESCM,02456099999,02443099999,02458099999,ESSA,02481099999,F4490"
uppsala,2020-01-19,5,0.1,2.4,1.5,-3.4,-0.8,-0.6,81.6,0.005,100,8.33,rain,0,0,31.7,19.1,266.4,1021.5,58.5,21.6,12.1,1,1,,2020-01-19T08:30:28,2020-01-19T15:30:06,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02490099999,C8398,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-20,7.3,-0.1,3,3.3,-5.5,-1.2,-0.5,77.9,0,0,0,,0,0,42.6,27.9,242.4,1025.4,46.5,33.3,11.4,1,1,,2020-01-20T08:28:42,2020-01-20T15:32:29,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-21,7.9,4.4,6.4,4.8,0.2,2.9,2,74.3,0.205,100,12.5,rain,0,0,42.7,28.1,262.9,1016.3,47.7,43.5,17,1.5,1,,2020-01-21T08:26:54,2020-01-21T15:34:54,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-22,4.8,-0.4,2.6,0.4,-4,-1.7,-3.9,62.5,0,0,0,,0,0,46.1,24.7,297.1,1018.3,21.7,48.6,16.8,1.4,1,,2020-01-22T08:25:02,2020-01-22T15:37:20,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-23,4.9,-3.1,0.7,2.1,-8,-3,-2.4,79.6,0,0,0,,0,0,28.5,21,240.5,1015.7,36.1,44.7,18.2,1.6,1,,2020-01-23T08:23:08,2020-01-23T15:39:48,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-24,6.7,2.9,4.4,3.6,-1.3,1,1.5,81.9,0,0,0,,0,0,35.5,24.4,250.5,1003.4,12,47.5,24,2,1,,2020-01-24T08:21:10,2020-01-24T15:42:17,1,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-25,4,-0.6,1.6,1.1,-4,-1.9,-2.5,74.9,0,0,0,,0,0,31.8,20.9,258.8,1007.1,43.7,46.5,31.1,2.7,2,,2020-01-25T08:19:10,2020-01-25T15:44:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02482099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-26,7.3,4.3,5.8,4.7,-0.3,2.7,3.1,82.8,0,0,0,,0,0,35.7,24.5,246.4,1005.2,90.7,47.5,21.5,1.8,1,,2020-01-26T08:17:06,2020-01-26T15:47:19,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-27,5.1,3.7,4.6,3.2,0.3,1.8,3.4,91.9,0.217,100,25,rain,0,0,24.7,14.1,192.5,1003.9,99.2,24.6,13.8,1.1,1,,2020-01-27T08:15:01,2020-01-27T15:49:52,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-01-28,4.1,1.9,3.2,1.5,-1.9,0.1,2.9,98,1.377,100,50,rain,0,0,31.9,21.1,132.5,994.9,99.5,8.2,6.1,0.5,0,,2020-01-28T08:12:52,2020-01-28T15:52:25,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"02486099999,02490099999,C8398,02456099999,02443099999,02458099999,02481099999"
uppsala,2020-01-29,4.1,1.7,3.1,3.8,-1.5,0.2,2.7,97.2,4.113,100,87.5,"rain,snow",0,0,28.5,17.7,122.2,990.9,96,18.2,5.4,0.3,0,,2020-01-29T08:10:42,2020-01-29T15:55:00,0.09,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"02486099999,02490099999,C8398,02456099999,02443099999,02458099999,02481099999"
uppsala,2020-01-30,3.3,0.2,1.5,1.7,-1.9,0.1,1.1,97.4,0.978,100,50,"rain,snow",0,0,17.3,10.5,163.9,995,97.6,17.8,12.5,1.1,1,,2020-01-30T08:08:29,2020-01-30T15:57:35,0.13,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"02486099999,02490099999,C8398,ESCM,02456099999,02443099999,02458099999,02481099999"
uppsala,2020-01-31,3,0.4,1.7,2.2,-2.7,-0.8,1.4,98,0.394,100,37.5,"rain,snow",0,0,21.3,14.1,133.5,994.1,98.8,26.3,8.9,0.8,0,,2020-01-31T08:06:13,2020-01-31T16:00:10,0.18,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"02486099999,02460099999,02482099999,02490099999,C8398,ESCM,02456099999,02443099999,02458099999,02481099999"
uppsala,2020-02-01,8.1,2.9,5.3,4.9,-0.9,1.9,4.4,94.1,5.124,100,45.83,rain,0,0,35.7,21.1,205.9,984.1,96.3,18,12.4,1.1,1,,2020-02-01T08:03:56,2020-02-01T16:02:46,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,C8398,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-02,5.9,0.7,3.5,2.9,-3.9,-0.6,0.2,80.2,1.868,100,29.17,rain,0,0,42.4,28.2,282.5,983.9,53.8,38.8,37.3,3,2,,2020-02-02T08:01:36,2020-02-02T16:05:23,0.27,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-03,1.6,-6.6,-1.4,-1.5,-6.6,-4.2,-3.9,83.8,0,0,0,,0,0,21.5,14.3,312.5,998.3,16.3,46.5,42.4,3.7,2,,2020-02-03T07:59:15,2020-02-03T16:08:00,0.32,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-04,-0.8,-7.3,-4,-0.8,-7.4,-5.1,-4.9,93.9,0.101,100,12.5,"rain,snow",0,0,14.1,11,317.7,1005.6,67.2,38.9,22.1,2,1,,2020-02-04T07:56:51,2020-02-04T16:10:37,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"02486099999,02490099999,ESOW,ESCM,02456099999,02443099999,02484099999,02458099999,ESSA,02481099999,ESSB,F4490"
uppsala,2020-02-05,4.6,-4.1,-0.6,0.1,-9.3,-5.4,-4.3,76.3,0.001,100,4.17,rain,0,0,38.7,24.9,263.4,1013,50.4,48.7,33.4,2.9,2,,2020-02-05T07:54:25,2020-02-05T16:13:15,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-06,4.3,-6.9,-1.1,0.7,-6.9,-2.6,-3.5,84.1,0.006,100,12.5,"rain,snow",0,0,24.8,17.7,334.9,1018.3,54.5,45.7,42.4,3.6,2,,2020-02-06T07:51:58,2020-02-06T16:15:52,0.45,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-07,2.5,-7.4,-1.4,-0.9,-7.4,-4.1,-2.5,92.3,0,0,0,,0,0,31.9,17.7,232.3,1024.8,82,41,20,1.7,1,,2020-02-07T07:49:29,2020-02-07T16:18:30,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-08,3.1,1.9,2.6,-0.5,-2.3,-1.5,1.1,90.2,0,0,0,,0,0,31.7,21.2,239.2,1016.4,100,45.3,16.1,1.4,1,,2020-02-08T07:46:59,2020-02-08T16:21:08,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-09,6.1,1.9,4,0.9,-2.2,-0.8,2.4,89.6,1.411,100,50,"rain,snow",0,0,67.4,42.3,187.4,993.7,94.8,25.7,23.9,2.1,1,,2020-02-09T07:44:26,2020-02-09T16:23:45,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-10,6.7,2.9,5.8,2.7,-1.7,1.2,3,82.7,1.899,100,66.67,rain,0,0,63.6,42.3,219.6,961.4,77.8,34.3,27.1,2.2,2,,2020-02-10T07:41:52,2020-02-10T16:26:23,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-11,4.6,1.1,2.8,0.6,-3.4,-1.2,0,81.7,0.002,100,4.17,rain,0,0,35.1,24.7,229.7,972,42.7,35.3,46.8,4.1,2,,2020-02-11T07:39:17,2020-02-11T16:29:01,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-12,3.6,-0.1,2.1,1.6,-3.2,-1.3,0.6,90,2.554,100,41.67,"rain,snow",0,0,34.7,24.5,223.3,980.5,75.9,34.2,34.7,3.1,2,,2020-02-12T07:36:40,2020-02-12T16:31:38,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-13,2.4,-2.9,-0.8,-0.6,-6.7,-3.8,-3.4,83.7,0,0,0,,0,0,28.1,17.7,252.7,996.9,14.4,48.2,61.7,5.3,3,,2020-02-13T07:34:02,2020-02-13T16:34:15,0.62,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-14,2.9,-6.1,-2,2.3,-7,-3.4,-4.2,85.2,0,0,0,,0,0,17.5,14.1,212.4,1013.6,11.1,47.4,56.2,4.8,3,,2020-02-14T07:31:23,2020-02-14T16:36:52,0.67,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-15,4.7,0.4,2.5,1.5,-4.4,-1.6,1.1,90.5,0.679,100,25,"rain,snow",0,0,35,24.7,199.6,1009.4,81,36.6,11.8,1.1,1,,2020-02-15T07:28:42,2020-02-15T16:39:29,0.73,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"02486099999,02490099999,C8398,02456099999,02443099999,02458099999,02481099999"
uppsala,2020-02-16,11.1,3.2,6.8,11.1,-0.9,2.6,4.9,88.3,3.213,100,62.5,rain,0,0,67,41.7,196.1,987.3,85.4,33.3,6.3,0.5,0,,2020-02-16T07:26:00,2020-02-16T16:42:06,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,C8398,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-17,7.2,4.2,6,2.5,-1.2,1.2,1.7,74,0.299,100,25,rain,0,0,64,42.3,231.4,983.3,81.1,29.9,49.3,4.2,3,,2020-02-17T07:23:17,2020-02-17T16:44:42,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-18,7.6,3.4,6.3,3.3,-1.1,2,1.7,72.6,0,0,0,,0,0,53.3,35.3,242.3,991,57.3,27.5,54.6,4.7,2,,2020-02-18T07:20:33,2020-02-18T16:47:18,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-19,6.5,0.1,2.9,4.1,-3.1,-0.1,-0.4,79.7,0,0,0,,0,0,31.6,17.7,255.8,999.3,45.6,40.2,69.1,5.9,3,,2020-02-19T07:17:48,2020-02-19T16:49:54,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-20,3.6,-4.6,0,-1.3,-7.2,-3.3,-1,93.1,2.758,100,25,rain,0,0,46.3,31.5,173.8,1007.2,75.5,36,49.7,4.1,2,,2020-02-20T07:15:02,2020-02-20T16:52:29,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-21,7.1,4,5.4,3.3,-1.3,0.8,1.9,78.6,0.635,100,29.17,rain,0,0,53.6,35.1,217,995.9,67.9,34.8,71.4,6.1,3,,2020-02-21T07:12:14,2020-02-21T16:55:04,0.98,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-22,8.6,3.2,6.3,3.7,-2.2,1.4,2.8,79.1,1.37,100,37.5,rain,0,0,74.6,49.1,227.2,983.9,71.9,37.3,21.6,1.9,1,,2020-02-22T07:09:26,2020-02-22T16:57:38,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-23,7.8,0.7,4.2,4.2,-3.4,0,-2.4,62.8,0.003,100,8.33,rain,0,0,46.4,31.5,263.3,984.8,36.7,46,82.8,7.2,4,,2020-02-23T07:06:37,2020-02-23T17:00:12,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-24,5.1,-4.4,0.5,1.5,-6.5,-2.7,-5.7,64.7,0,0,0,,0,0,28.6,17.7,267.6,1001.3,7.2,47,86.6,7.4,4,,2020-02-24T07:03:47,2020-02-24T17:02:46,0,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-25,3.5,-5.8,-1.3,-1.3,-6.8,-4.4,-4.4,80.8,0.016,100,8.33,"rain,snow",0,0,36,28.1,71.2,995.7,25.7,46.9,59,5.3,3,,2020-02-25T07:00:57,2020-02-25T17:05:19,0.02,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-26,1.5,-2.3,-0.9,-4.7,-7.9,-6.9,-6.2,67.7,0,0,0,,0,0,53.6,35.3,26.7,992.4,47.2,46.3,41,3.5,2,,2020-02-26T06:58:05,2020-02-26T17:07:52,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02464099999,02460099999,02490099999,02469099999,ESCM,02456099999,02443099999,02458099999,ESSA,02481099999,F4490"
uppsala,2020-02-27,-0.5,-2.5,-1.8,-1.8,-7.9,-5.6,-5.3,77.2,0.741,100,70.83,"rain,snow",0.6,0.2,25.2,17.7,27.9,997.6,88.1,32.4,13.8,1.2,1,,2020-02-27T06:55:13,2020-02-27T17:10:25,0.06,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-28,1.6,-5.2,-1.8,-0.6,-6.2,-4.1,-5.8,75.3,0.197,100,25,"rain,snow",0.4,0.9,21.3,17.5,253.1,1001.8,61.5,44.5,73.2,6.6,3,,2020-02-28T06:52:20,2020-02-28T17:12:57,0.1,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow.,snow,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-02-29,2.7,-2.6,0.1,2.1,-6.6,-2.4,-1.3,90.5,0.003,100,12.5,"rain,snow",0.6,1.2,21.4,14,195.1,997.3,88.4,40.4,35.9,3.3,1,,2020-02-29T06:49:26,2020-02-29T17:15:29,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-03-01,3.8,0.1,2,2.1,-4.5,-1.4,1.4,95.7,8.422,100,87.5,"rain,snow",0.4,1.5,28.7,20.9,185.1,984.6,95.1,18.9,41,3.6,3,,2020-03-01T06:46:32,2020-03-01T17:18:00,0.18,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-03-02,6.2,1.7,3.4,4.6,-2.2,0.7,1.5,87.8,1.608,100,37.5,"rain,snow",0,0.1,25,17.4,193.8,993.4,57.9,28.3,75.2,6.4,3,,2020-03-02T06:43:37,2020-03-02T17:20:31,0.23,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-03-03,3.9,2.1,3,0.6,-1.7,-0.4,2.6,97.2,2.628,100,58.33,rain,0,0,25.2,17.7,72.5,1005,99.6,22,22.5,1.9,1,,2020-03-03T06:40:42,2020-03-03T17:23:01,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-03-04,3.3,0.2,1.3,-1,-4.6,-3.1,1,98.2,7.176,100,100,"rain,snow",0,0,32.2,21.2,39.8,1001.2,100,9.6,9,0.8,0,,2020-03-04T06:37:46,2020-03-04T17:25:32,0.34,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-03-05,1.4,-1.4,0.2,-1,-5.7,-2.9,-0.7,94.3,0.032,100,45.83,"rain,snow",0,0,18,14.1,246.5,999.8,86,48.9,53.2,4.7,3,,2020-03-05T06:34:49,2020-03-05T17:28:01,0.38,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-03-06,0.9,-3.6,-1.9,0.9,-6.7,-3,-2.1,98.1,0,0,0,,0,0,14,10.6,215.8,1005.6,46.4,21.3,115.8,10,4,,2020-03-06T06:31:52,2020-03-06T17:30:31,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-03-07,1.7,-3.9,-2,1.7,-5.7,-2.5,-2.1,99.3,0,0,0,,0,0,10.7,7,204.9,1011.4,44.6,7.6,67.9,5.7,3,,2020-03-07T06:28:55,2020-03-07T17:33:00,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-03-08,6.6,-3.1,3,2.3,-6,-1.2,1,87.7,0.012,100,16.67,rain,0,0,46.2,34.9,184.2,1006.8,80.6,19.2,94.8,8.2,4,,2020-03-08T06:25:57,2020-03-08T17:35:29,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-03-09,9.1,3.2,6.5,6.5,1.3,3.6,3.2,80.4,0.005,100,4.17,rain,0,0,35.5,24.5,207.6,1004.7,80.9,39.9,87.3,7.6,4,,2020-03-09T06:22:59,2020-03-09T17:37:57,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
