name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
uppsala,2020-07-13,18.8,7,13.7,18.8,6.7,13.6,9.2,77.6,1.995,100,33.33,rain,0,0,25,14.2,320.5,1015.8,64.6,42.2,223.5,19.1,7,,2020-07-13T03:51:20,2020-07-13T21:57:54,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-14,20.1,10.2,15.3,20.1,10.2,15.3,11.6,79.8,1.157,100,16.67,rain,0,0,28.4,17.5,232.3,1013.6,89.9,39.1,251.1,21.8,8,,2020-07-14T03:53:11,2020-07-14T21:56:14,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02464099999,02460099999,02482099999,02490099999,ESCM,02456099999,02443099999,02458099999,ESSA,02481099999,F4490"
uppsala,2020-07-15,20.5,12.9,16.2,20.5,12.9,16.2,12.9,82.2,0.674,100,20.83,rain,0,0,28.5,21.1,138,1013.1,68.9,32.6,210.3,18.2,6,,2020-07-15T03:55:04,2020-07-15T21:54:31,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-16,25,8.3,17.1,25,8.3,17.1,12.4,77,0.036,100,12.5,rain,0,0,21.4,14,119.1,1014.4,50.2,30.5,314.4,27.1,8,,2020-07-16T03:57:00,2020-07-16T21:52:45,0.91,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-17,26.1,12.1,20,26.1,12.1,20,12.5,65.8,0,0,0,,0,0,32.2,21.1,216.3,1016.1,8.3,41,304.9,26.2,8,,2020-07-17T03:58:58,2020-07-17T21:50:55,0.95,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-18,23.3,14.8,18.9,23.3,14.8,18.9,13.1,70,0,0,0,,0,0,35.4,21,236.1,1017.8,65.7,45.4,306.7,26.4,8,,2020-07-18T04:00:58,2020-07-18T21:49:01,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-19,25.3,11.7,20.1,25.3,11.7,20.1,13.4,67.8,0,0,0,,0,0,32.1,21,196.8,1016.1,39.7,40.8,299.5,25.7,8,,2020-07-19T04:03:01,2020-07-19T21:47:05,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-20,21.9,15.7,19,21.9,15.7,19,15.4,79.7,3.027,100,66.67,rain,0,0,32.3,24.4,188.3,1010.5,60.8,41.7,194.9,16.9,7,,2020-07-20T04:05:05,2020-07-20T21:45:06,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-21,17.8,10.9,13.8,17.8,10.9,13.8,11.1,84.6,0.95,100,20.83,rain,0,0,35.7,24.4,286.9,1009.6,72.9,44.1,197.2,17.1,6,,2020-07-21T04:07:12,2020-07-21T21:43:04,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-22,18.6,8.4,14,18.6,6.7,13.7,6.7,64.8,0.001,100,4.17,rain,0,0,39.4,27.9,308.3,1011.3,34.5,44.2,262.2,22.8,7,,2020-07-22T04:09:20,2020-07-22T21:40:59,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-23,18.3,7.9,13.6,18.3,5.5,13.2,5.3,59,0,0,0,,0,0,39.5,28,289.6,1007.7,30.2,45.4,286,24.8,8,,2020-07-23T04:11:29,2020-07-23T21:38:51,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-24,18.6,9.4,14.2,18.6,6.9,14,5.8,57.8,0,0,0,,0,0,39,24.5,283.2,1002.4,75.2,45.6,275.3,23.7,8,,2020-07-24T04:13:41,2020-07-24T21:36:41,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-25,21.6,8.7,15.3,21.6,7,15.1,7.7,63.1,0.003,100,4.17,rain,0,0,35.5,20.9,264.3,1005.8,60.6,45.2,280.1,24.3,8,,2020-07-25T04:15:53,2020-07-25T21:34:29,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-26,23.5,6.4,17,23.5,6.4,17,9.8,65.7,0,0,0,,0,0,39.2,24.6,160.4,1011.2,29.1,44.6,290.2,24.8,8,,2020-07-26T04:18:07,2020-07-26T21:32:14,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-27,21.9,15.4,18.2,21.9,15.4,18.2,13.4,74.8,10.325,100,25,rain,0,0,25.1,17.7,216.2,1013.4,66.6,39.1,267,23,8,,2020-07-27T04:20:22,2020-07-27T21:29:56,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"02486099999,02490099999,ESOW,ESCM,02456099999,02443099999,02458099999,ESSA,02481099999,ESSB,F4490"
uppsala,2020-07-28,19.8,11,16.2,19.8,11,16.2,13.4,84.2,2.697,100,33.33,rain,0,0,35.5,21.3,141.1,1008.9,73.2,34.2,148.4,12.6,5,,2020-07-28T04:22:38,2020-07-28T21:27:37,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-29,18.6,11.4,15.4,18.6,11.4,15.4,11.7,79.6,1.87,100,33.33,rain,0,0,32.1,17.7,221.9,1003.7,69.1,34.6,190.9,16.4,7,,2020-07-29T04:24:55,2020-07-29T21:25:15,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02464099999,02460099999,02490099999,ESCM,02456099999,02443099999,02458099999,ESSA,02481099999,F4490"
uppsala,2020-07-30,21.1,11.3,15.5,21.1,11.3,15.5,12.7,84.4,14.759,100,58.33,rain,0,0,39.3,24.4,276.5,1002.7,74.3,32.8,188.4,16.3,7,,2020-07-30T04:27:13,2020-07-30T21:22:52,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-07-31,20.2,11.7,16.6,20.2,11.7,16.6,13.6,83.9,1.197,100,16.67,rain,0,0,39.1,24.5,357.7,1013.5,56,39.5,261.3,22.4,7,,2020-07-31T04:29:32,2020-07-31T21:20:26,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-01,25.6,9.4,18.5,25.6,9.4,18.5,12.3,71.5,0,0,0,,0,0,21.3,14.1,200.6,1016.9,30.1,31.9,289.4,25.1,8,,2020-08-01T04:31:52,2020-08-01T21:17:59,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-02,24.1,13.2,19.3,24.1,13.2,19.3,13.4,70.7,0.02,100,8.33,rain,0,0,31.9,20.9,192.4,1009,72.2,44.3,245.1,21.2,7,,2020-08-02T04:34:12,2020-08-02T21:15:29,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-03,21.1,12.9,17,21.1,12.9,17,11.4,71.3,0,0,0,,0,0,35.7,24.4,236.5,1005.2,60,40.4,277.7,24.1,8,,2020-08-03T04:36:33,2020-08-03T21:12:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-04,21.3,9.8,15.9,21.3,9.8,15.9,9.3,67.3,0,0,0,,0,0,18,13.8,280.1,1008.7,32.1,45.6,261.8,22.4,8,,2020-08-04T04:38:54,2020-08-04T21:10:26,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-05,19.9,9.4,15.3,19.9,9.4,15.3,9.1,68.4,0,0,0,,0,0,35.7,24.4,221.8,1013.2,54.6,43.2,209.5,18,6,,2020-08-05T04:41:16,2020-08-05T21:07:52,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,D1002,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-06,23.3,15.6,19,23.3,15.6,19,14.9,78,0.004,100,8.33,rain,0,0,35.2,21,235.1,1019.4,71.5,44.4,167.8,14.6,6,,2020-08-06T04:43:38,2020-08-06T21:05:16,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-07,29.3,10.3,21.5,29.1,10.3,21.4,13.3,65.2,0,0,0,,0,0,32,21,177.5,1025.1,19.5,38.5,244.9,21,7,,2020-08-07T04:46:00,2020-08-07T21:02:39,0.57,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-08,29.5,16.1,22.7,28.9,16.1,22.6,13.8,59.7,0,0,0,,0,0,31.9,17.6,187,1022.4,45,43.5,256.6,22.1,7,,2020-08-08T04:48:23,2020-08-08T21:00:00,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-09,22.1,11.2,18.2,22.1,11.2,18.2,12.6,70.9,0,0,0,,0,0,28.7,20.7,34.3,1022.2,25.8,40.6,251.6,21.8,7,,2020-08-09T04:50:46,2020-08-09T20:57:20,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02464099999,02460099999,02490099999,ESCM,02456099999,02443099999,02458099999,ESSA,02481099999,F4490"
uppsala,2020-08-10,22.6,8.1,15.6,22.6,7.1,15.5,8.9,68.1,0,0,0,,0,0,35.3,17.4,30.5,1025.2,6.1,43.2,261.5,22.5,7,,2020-08-10T04:53:09,2020-08-10T20:54:39,0.7,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-11,22.3,6.1,15.2,22.3,5,15.2,8.9,69.7,0,0,0,,0,0,25.1,14.2,39.9,1026.7,7,43.2,253.4,21.9,7,,2020-08-11T04:55:32,2020-08-11T20:51:56,0.74,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-12,26.8,8.2,18.9,26.6,8.2,18.9,10.7,63.1,0.047,100,12.5,rain,0,0,35.7,21,242.2,1022.2,48.1,43.9,215.4,18.4,7,,2020-08-12T04:57:55,2020-08-12T20:49:13,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"02486099999,02482099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-13,24,10.7,18.2,24,10.7,18.2,13.3,75.9,0.2,100,8.33,rain,0,0,24.8,14.2,37.9,1017.1,22.9,32.5,233.1,19.9,7,,2020-08-13T05:00:18,2020-08-13T20:46:28,0.84,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"02486099999,02460099999,02490099999,02446099999,02456099999,02481099999,F4490,ESOW,ESCM,02443099999,ESSA,02458099999,ESSB"
uppsala,2020-08-14,27.6,15.8,20.8,27.3,15.8,20.7,14.6,71.8,0.927,100,20.83,rain,0,0,25.1,17.4,211.9,1013.9,51,33.6,175.7,15.2,7,,2020-08-14T05:02:42,2020-08-14T20:43:42,0.89,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-15,29.5,12.9,22.4,28.5,12.9,22.2,13,58.8,0,0,0,,0,0,24.9,14,246.6,1013.8,18,39.7,232.2,20.3,7,,2020-08-15T05:05:05,2020-08-15T20:40:55,0.93,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,C8398,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-16,26.6,13.4,21.2,26.6,13.4,21.2,14.2,65.9,0,0,0,,0,0,28.4,17.5,89.3,1015,31.3,40.3,239,20.6,7,,2020-08-16T05:07:29,2020-08-16T20:38:07,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-17,26.3,10.5,19,26.3,10.5,19,13.9,74.4,0,0,0,,0,0,28.4,20.9,76.6,1014.5,30.6,44.3,226.3,19.4,7,,2020-08-17T05:09:52,2020-08-17T20:35:19,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02482099999,02490099999,02469099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-18,28,12.3,20.5,27.6,12.3,20.5,14.4,73.1,0.06,100,16.67,rain,0,0,28.8,21.1,183.6,1010.3,57.8,24.4,227.4,19.6,7,,2020-08-18T05:12:15,2020-08-18T20:32:29,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02460099999,02490099999,02469099999,ESCM,02456099999,02443099999,02458099999,ESSA,02481099999,F4490"
uppsala,2020-08-19,27.3,13.2,20.7,27.3,13.2,20.8,14.6,71.1,0,0,0,,0,0,32,21,185.1,1009,20.1,37.5,227.7,19.6,7,,2020-08-19T05:14:38,2020-08-19T20:29:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-20,25.1,13.4,19.7,25.1,13.4,19.7,13.2,69.1,0.006,100,4.17,rain,0,0,24.8,14.5,170.2,1011.1,19,41.6,163.5,14.1,5,,2020-08-20T05:17:01,2020-08-20T20:26:47,0.01,Rain,Clear conditions throughout the day with afternoon rain.,rain,"02486099999,02460099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-21,26.1,10.3,18.8,26.1,10.3,18.8,13.9,76.4,0.399,100,12.5,rain,0,0,42.4,31.2,169.7,1012.3,50.3,32.7,188.5,16.3,7,,2020-08-21T05:19:24,2020-08-21T20:23:55,0.04,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-22,25.5,15.9,20.8,25.5,15.9,20.8,15.8,75.1,2.941,100,50,rain,0,0,42.5,27.9,206.9,1005.7,59.5,41.9,130.3,11.4,4,,2020-08-22T05:21:47,2020-08-22T20:21:02,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-23,21.5,14.1,17.6,21.5,14.1,17.6,12.2,72.2,0.039,100,12.5,rain,0,0,39.5,24.7,225,1001.2,59.6,37.1,182.1,15.7,6,,2020-08-23T05:24:09,2020-08-23T20:18:08,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-24,19.8,12.1,15.4,19.8,12.1,15.4,10.5,75.3,0.01,100,8.33,rain,0,0,21.6,14.1,290.2,1002.9,62.4,40.2,129.6,11.3,6,,2020-08-24T05:26:32,2020-08-24T20:15:14,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02464099999,02460099999,02490099999,ESCM,02456099999,02443099999,02458099999,ESSA,02481099999,F4490"
uppsala,2020-08-25,19.3,7.1,13.2,19.3,7.1,13.2,5.3,63.1,0,0,0,,0,0,38.8,21,252.7,1004.6,48.9,44.2,205.8,17.7,6,,2020-08-25T05:28:54,2020-08-25T20:12:19,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-26,20.3,3.2,13.1,20.3,1.8,13,5.3,63.2,0,0,0,,0,0,24.4,17.5,44.2,1003.1,63.1,46,187.4,16.2,6,,2020-08-26T05:31:16,2020-08-26T20:09:24,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-27,17.7,5.2,12.3,17.7,3.9,12.1,6.9,72.5,0,0,0,,0,0,28.7,17.6,352.6,1008.1,47,38.8,164.8,14.1,7,,2020-08-27T05:33:38,2020-08-27T20:06:28,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02460099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-28,17.1,6.8,12.3,17.1,6.3,12.2,9.2,82.4,1.626,100,25,rain,0,0,28.4,17.6,3.6,1010.3,86.8,43.7,184.3,15.9,6,,2020-08-28T05:36:00,2020-08-28T20:03:31,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-29,16.8,6.9,12,16.8,6.9,12,10.9,93.1,7.419,100,62.5,rain,0,0,28.8,21.1,67.6,1007.4,67.6,33.2,53.7,4.5,2,,2020-08-29T05:38:21,2020-08-29T20:00:34,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-30,18,9.5,13.6,18,9.5,13.6,11.6,88.4,6.614,100,75,rain,0,0,21.5,17.4,349.7,1008.3,76.5,31,169.5,14.5,7,,2020-08-30T05:40:43,2020-08-30T19:57:36,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-08-31,12.9,6.1,10.3,12.9,3.8,9.6,8.6,89.3,7.075,100,54.17,rain,0,0,36,24.6,324.7,1013.9,56.8,32.5,176.5,15.2,6,,2020-08-31T05:43:04,2020-08-31T19:54:38,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02482099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-01,19.8,7.7,13.1,19.8,6.2,12.9,9,78.9,0.021,100,12.5,rain,0,0,21.7,18.1,20,1022.3,33.6,20.2,197,17.1,6,,2020-09-01T05:45:25,2020-09-01T19:51:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02490099999,ESCM,02456099999,02458099999,02481099999,F4490"
uppsala,2020-09-02,17.9,3,11.6,17.9,3,11.6,8.6,83.8,0.002,100,8.33,rain,0,0,32.2,20.3,66.2,1023.3,40.8,18.7,115.4,9.9,5,,2020-09-02T05:47:46,2020-09-02T19:48:41,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,ESCM,02456099999,02458099999,02481099999,F4490"
uppsala,2020-09-03,19.7,13.9,15.9,19.7,13.9,15.9,14.8,93.4,1.915,100,83.33,rain,0,0,21.4,14.5,81.5,1013.9,73.9,14.9,72.3,6.2,4,,2020-09-03T05:50:06,2020-09-03T19:45:42,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,ESCM,02456099999,02458099999,02481099999,F4490"
uppsala,2020-09-04,19.1,13.1,15.6,19.1,13.1,15.6,12.9,85,0.584,100,16.67,rain,0,0,25,17.6,211.6,1008.3,70.6,26,68.3,5.8,4,,2020-09-04T05:52:27,2020-09-04T19:42:42,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"02486099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-05,18.3,11.4,14.4,18.3,11.4,14.4,9,71.1,0.019,100,16.67,rain,0,0,39.1,24.5,222,1005,47,36.7,139.6,12,5,,2020-09-05T05:54:47,2020-09-05T19:39:42,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02482099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-06,17.8,8.9,12.5,17.8,6.7,12.1,8.7,78.8,0.871,100,16.67,rain,0,0,31.8,24.2,228.2,1006.1,44.4,41.3,174.4,15.1,6,,2020-09-06T05:57:07,2020-09-06T19:36:42,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02482099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-07,18.1,5.4,12.5,18.1,5.4,12.5,7.7,75.5,0.003,100,4.17,rain,0,0,21.4,14.1,244.7,1011.9,56,40.4,146.8,12.6,6,,2020-09-07T05:59:28,2020-09-07T19:33:41,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-08,19,10.7,14.2,19,10.7,14.2,9.8,76.3,4.926,100,33.33,rain,0,0,35.7,24.6,244.7,1006.2,68.6,37.3,92.8,8,5,,2020-09-08T06:01:48,2020-09-08T19:30:41,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-09,16,10.8,12.7,16,10.8,12.7,11.4,91.4,2.099,100,50,rain,0,0,35.8,27.8,237.4,1003.6,54.2,29,55.4,4.8,2,,2020-09-09T06:04:07,2020-09-09T19:27:40,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-10,15,7.7,10.9,15,4.4,9.7,5.3,70.4,0.309,100,12.5,rain,0,0,39.5,31.4,295.8,1006.6,18.6,46.1,163,14,6,,2020-09-10T06:06:27,2020-09-10T19:24:39,0.76,Rain,Clear conditions throughout the day with early morning rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-11,16.4,4.7,11,16.4,4.7,10.8,6,72.8,0,0,0,,0,0,39.1,24.5,219.8,1011.5,55.2,46.1,153.4,13.2,6,,2020-09-11T06:08:47,2020-09-11T19:21:37,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-12,15.1,9.3,13.2,15.1,7.1,13.1,10.6,84.6,3.657,100,54.17,rain,0,0,35.7,24.5,219,1004.9,77.4,38.9,37.9,3.3,1,,2020-09-12T06:11:07,2020-09-12T19:18:36,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,C8398,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-13,17.6,7.9,12.7,17.6,5.6,12.1,7.6,72.4,0.003,100,4.17,rain,0,0,49.9,31.5,247.5,1008.4,25.6,41.1,155.8,13.5,6,,2020-09-13T06:13:26,2020-09-13T19:15:34,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-14,18.8,10.9,15.1,18.8,10.9,15.1,13.2,88.6,0,0,0,,0,0,28.3,20.7,242.2,1016.2,83.3,41,74,6.5,3,,2020-09-14T06:15:46,2020-09-14T19:12:33,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-15,15.8,10.7,14.2,15.8,10.7,14.2,13.7,97,0.668,100,25,rain,0,0,14.3,10.6,115.5,1020.4,79.8,14.7,62.8,5.4,4,,2020-09-15T06:18:06,2020-09-15T19:09:31,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-16,16.3,8.9,12.8,16.3,5.5,12.5,9.9,84,0.016,100,37.5,rain,0,0,46.8,31.7,298.1,1012.9,95.9,27.2,53.1,4.5,3,,2020-09-16T06:20:25,2020-09-16T19:06:29,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"02486099999,02460099999,02490099999,ESCM,02456099999,02443099999,02458099999,ESSA,02481099999,F4490"
uppsala,2020-09-17,13.8,6.4,9.8,13.8,3.3,8,2.6,61.8,0.008,100,12.5,rain,0,0,53.6,35,329,1023.5,56.6,46.7,116.6,10.1,4,,2020-09-17T06:22:45,2020-09-17T19:03:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-18,19.8,4.3,11.7,19.8,2.9,11.3,6.3,71.5,0,0,0,,0,0,35.7,21.2,259,1021.7,19.5,47.2,138.3,12,5,,2020-09-18T06:25:05,2020-09-18T19:00:25,0.01,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-19,16.1,3,9.4,16.1,1.9,9.1,3.9,71.5,0,0,0,,0,0,25.1,14.1,328,1023.9,13.7,44.7,145.8,12.7,5,,2020-09-19T06:27:24,2020-09-19T18:57:23,0.03,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-20,13.2,-0.4,7.7,13.2,-1.9,7.5,6.1,89.7,0,0,0,,0,0,31.9,20.9,232.7,1019.3,36.1,45,105.9,9.1,4,,2020-09-20T06:29:44,2020-09-20T18:54:21,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,ESCM,02456099999,02443099999,02458099999,02481099999,F4490"
uppsala,2020-09-21,17,9.7,13.3,17,9.7,13.3,10.6,84.8,0,0,0,,0,0,53.1,38.1,236.4,1011,39.1,42.6,82.5,7.3,3,,2020-09-21T06:32:04,2020-09-21T18:51:20,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02456099999,02443099999,02458099999,02481099999,F4490"
